Price,Model_year,Milage,Brand,Model,Fuel_type,Transmission,Accident,Clean_title,condition
9500,2017.0,67000.0,nissan,altima,gas,automatic,Unknown,rebuilt,like new
16999,2012.0,109500.0,volkswagen,golf r,gas,manual,Unknown,Clean,excellent
24800,1997.0,60922.0,ford,f-250 xlt,gas,automatic,Unknown,Clean,excellent
33999,2013.0,79431.0,cadillac,escalade,gas,automatic,Unknown,Clean,
9500,2016.0,132000.0,kia,soul,gas,automatic,Unknown,Clean,excellent
38991,2015.0,61269.0,dodge,challenger,gas,automatic,Unknown,Clean,
27999,2012.0,55999.0,ford,"e350 e350 10ft plumbers,",gas,automatic,Unknown,Unknown,excellent
43590,2020.0,7652.0,audi,a6 45 tfsi premium sedan 4d,gas,other,Unknown,Clean,good
112998,2016.0,1.0,mercedes-benz,g-class,gas,automatic,Unknown,Clean,excellent
6995,2011.0,411.0,nissan,sentra,gas,automatic,Unknown,Clean,
7500,2005.0,204590.0,toyota,highlander v6 4wd,gas,automatic,Unknown,Unknown,
32995,2013.0,51000.0,ford,f-350 super duty 4x2 2dr re,gas,automatic,Unknown,Clean,
22000,1967.0,19653.0,chevrolet,nova,gas,automatic,Unknown,Clean,good
12997,2008.0,115932.0,chevrolet,impala ss,gas,automatic,Unknown,Clean,
29990,2016.0,44339.0,ford,f150 super cab xl pickup 4d,gas,other,Unknown,Clean,good
16590,2016.0,35835.0,jeep,renegade sport suv 4d,gas,other,Unknown,Clean,good
14999,2007.0,151708.0,cadillac,escalade,gas,automatic,Unknown,Clean,good
4950,2002.0,201000.0,acura,rl,gas,automatic,Unknown,Clean,excellent
19990,2017.0,29254.0,hyundai,sonata plug-in hybrid,hybrid,manual,Unknown,Clean,good
13990,2015.0,70727.0,dodge,journey,other,automatic,Unknown,Clean,
29995,2020.0,19636.0,chevrolet,2500 extended cargo van,other,automatic,Unknown,Clean,
8995,2003.0,170000.0,ford,f-250,gas,automatic,Unknown,Clean,excellent
13500,2008.0,177000.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,excellent
22300,2017.0,113617.0,ford,transit 150,gas,automatic,Unknown,Clean,excellent
65995,2017.0,50501.0,chevrolet,silverado 2500 lifted highcountry 6.6l,other,automatic,Unknown,Clean,
29500,2008.0,116000.0,ram,3500,diesel,automatic,Unknown,Clean,excellent
16990,2004.0,213563.0,ford,super duty f-250,gas,automatic,Unknown,Clean,good
10900,2002.0,158000.0,ford,excursion,gas,automatic,Unknown,Clean,
59000,2014.0,274632.0,,international 4400,diesel,automatic,Unknown,Clean,
48995,2019.0,60542.0,ford,f-250sd,diesel,automatic,Unknown,Clean,
7495,2010.0,118619.0,toyota,prius,hybrid,automatic,Unknown,Clean,good
3900,2000.0,148000.0,lexus,es 300,gas,automatic,Unknown,Clean,good
34950,1951.0,490.0,chevrolet,suburban,gas,automatic,Unknown,Clean,
17995,2011.0,77778.0,mercedes-benz,e-class,gas,automatic,Unknown,Clean,
5900,1989.0,138000.0,toyota,,gas,manual,Unknown,Clean,good
5999,2005.0,206356.0,chevrolet,suburban 1500,other,automatic,Unknown,Clean,
3421,2003.0,187591.0,gmc,sonoma sls automatic,gas,automatic,Unknown,Clean,
12977,2010.0,200224.0,ford,f-150,gas,automatic,Unknown,Clean,
18590,2017.0,38784.0,hyundai,santa fe sport utility,gas,other,Unknown,Clean,good
10999,2014.0,83491.0,,Scion tC 10 Series,gas,automatic,Unknown,Clean,
21590,2018.0,14775.0,volkswagen,golf sportwagen tsi s,gas,other,Unknown,Clean,good
8950,2009.0,134730.0,lexus,is 250 awd nav,gas,automatic,Unknown,Clean,good
21900,2014.0,167000.0,ford,f250,gas,automatic,Unknown,Clean,
33900,2018.0,38841.0,toyota,tacoma,gas,automatic,Unknown,Clean,excellent
29590,2017.0,70760.0,ford,expedition xlt sport,gas,other,Unknown,Clean,good
28995,2012.0,93923.0,ford,econoline commercial,gas,automatic,Unknown,Clean,
10500,2002.0,159400.0,ford,thunderbird,gas,automatic,Unknown,Clean,excellent
3800,2008.0,137124.0,mitsubishi,eclipse 2008,gas,automatic,Unknown,Clean,excellent
10500,2009.0,114500.0,mercedes-benz,ml550,gas,automatic,Unknown,Clean,good
29988,2019.0,29248.0,dodge,charger sxt automatic,gas,automatic,Unknown,Clean,
29999,2015.0,53062.0,acura,mdx,gas,automatic,Unknown,Clean,
21990,2015.0,64403.0,mercedes-benz,glk-class glk 350,other,automatic,Unknown,Clean,good
22590,2013.0,14169.0,ford,f150 super cab xl pickup 4d,other,other,Unknown,Clean,good
21990,2017.0,19511.0,volkswagen,golf alltrack tsi s,gas,other,Unknown,Clean,good
10887,2011.0,77753.0,honda,fit,gas,automatic,Unknown,Clean,
27990,2020.0,10688.0,ford,ranger supercab xl pickup,gas,other,Unknown,Clean,good
12995,2008.0,93146.0,ford,f150 xl,gas,automatic,Unknown,Clean,
13500,2017.0,46920.0,kia,soul ev plus,electric,automatic,Unknown,Clean,like new
19500,2011.0,203761.0,toyota,tacoma double cab 4x4,gas,manual,Unknown,Clean,excellent
27590,2018.0,24067.0,,Genesis G80 3.8 Sedan 4D,other,other,Unknown,Clean,good
20999,2016.0,117133.0,ford,transit cargo van,gas,automatic,Unknown,Clean,excellent
11488,2017.0,135851.0,chevrolet,equinox,gas,automatic,Unknown,Clean,
2000,2014.0,89000.0,,"HONDA,TOYOTA,NISSAN,CHEVY",gas,automatic,Unknown,Clean,like new
14499,2016.0,144920.0,ford,transit connect cargo xlt,gas,automatic,Unknown,Clean,
21000,2005.0,252000.0,ram,3500,diesel,automatic,Unknown,Clean,
12571,1971.0,123456.0,ford,f250,gas,automatic,Unknown,Clean,excellent
6300,2006.0,123000.0,mercedes-benz,benz e350,gas,automatic,Unknown,Clean,excellent
9400,2004.0,130000.0,ford,,diesel,automatic,Unknown,Clean,like new
9500,2008.0,103000.0,mercedes-benz,clk350 3.5l,gas,automatic,Unknown,Clean,excellent
15500,2016.0,120000.0,dodge,charger,gas,automatic,Unknown,Clean,excellent
14990,2016.0,65203.0,,Scion iM Hatchback 4D,gas,other,Unknown,Clean,good
10950,2004.0,76046.0,cadillac,escalade,gas,automatic,Unknown,Clean,excellent
32988,2019.0,32435.0,ford,edge titanium automatic,gas,automatic,Unknown,Clean,
39999,2019.0,141174.0,chevrolet,silverado hd,other,automatic,Unknown,Clean,
34590,2017.0,29073.0,ford,f150 supercrew cab xlt,other,other,Unknown,Clean,good
4500,2009.0,200000.0,toyota,camry,gas,automatic,Unknown,Clean,good
24942,2018.0,47331.0,ford,edge,gas,other,Unknown,Clean,
15000,2010.0,47000.0,nissan,370z roadster,gas,manual,Unknown,Clean,
14995,2011.0,77597.0,ford,explorer base,gas,automatic,Unknown,Clean,good
5995,2013.0,83213.0,nissan,leaf,electric,automatic,Unknown,Clean,
7900,2016.0,74000.0,nissan,sentra,gas,automatic,Unknown,Clean,excellent
52599,2020.0,8701.0,ford,explorer,gas,automatic,Unknown,Clean,
27990,2018.0,33967.0,rover,discovery sport se,gas,other,Unknown,Clean,good
32999,2019.0,17106.0,ford,explorer,gas,automatic,Unknown,Clean,
10900,2010.0,159218.0,audi,q5 premium plus,gas,automatic,Unknown,Clean,excellent
16111,2018.0,74010.0,ford,fusion hybrid se,electric,automatic,Unknown,Clean,good
14823,2013.0,145833.0,honda,pilot,gas,automatic,Unknown,Clean,
16900,2008.0,172000.0,chevrolet,silverado 3500,gas,automatic,Unknown,Clean,
3999,2007.0,190426.0,honda,odyssey,gas,automatic,Unknown,Clean,good
8999,2006.0,131822.0,toyota,avalon limited w/ navigation / moon roof,gas,automatic,Unknown,Clean,
15990,2006.0,84995.0,chevrolet,express cargo,gas,automatic,Unknown,Clean,good
18995,2016.0,116945.0,ford,explorer xlt,gas,automatic,Unknown,Clean,
15888,2013.0,127920.0,dodge,challenger,gas,automatic,Unknown,Clean,
5500,2013.0,130000.0,chevrolet,cruze,gas,automatic,Unknown,Clean,excellent
9995,2012.0,128009.0,subaru,legacy,gas,automatic,Unknown,Clean,
13000,1954.0,114.0,pontiac,starchief,gas,automatic,Unknown,Clean,
6990,2012.0,136185.0,dodge,grand caravan se,gas,automatic,Unknown,Clean,
2800,2005.0,1000.0,,Club car 2 seat,electric,automatic,Unknown,Clean,excellent
3850,2007.0,97000.0,bmw,530i,gas,automatic,Unknown,Clean,
68999,2018.0,33000.0,mercedes-benz,gls 550,gas,automatic,Unknown,Clean,excellent
24000,2002.0,23500.0,chevrolet,corvette,gas,manual,Unknown,Clean,excellent
9995,2013.0,97000.0,mini,cooper countryman base,gas,automatic,Unknown,Clean,like new
20995,2015.0,98851.0,ford,f-150,gas,automatic,Unknown,Clean,
7480,2013.0,117000.0,hyundai,sonata gls,gas,automatic,Unknown,Clean,
8995,2008.0,123661.0,jeep,liberty,gas,automatic,Unknown,Clean,excellent
10000,1985.0,171000.0,ford,econoline e350,gas,automatic,Unknown,Clean,excellent
7500,2011.0,51000.0,kia,soul,gas,automatic,Unknown,Clean,excellent
2595,2003.0,149055.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
8950,2016.0,88870.0,hyundai,elantra gt,gas,automatic,Unknown,Clean,excellent
5999,2007.0,165000.0,bmw,530i,gas,automatic,Unknown,Clean,
27590,2018.0,34066.0,,Genesis G80 3.8 Sedan 4D,gas,other,Unknown,Clean,good
9300,2012.0,118000.0,audi,a4 2.0t quattro,gas,automatic,Unknown,Clean,good
9999,2011.0,123154.0,kia,sorento,gas,automatic,Unknown,Clean,
6999,2012.0,153000.0,ford,focus sel hatchback,gas,automatic,Unknown,Clean,good
25900,2004.0,86993.0,chevrolet,silverado,gas,automatic,Unknown,Clean,
15999,2018.0,40385.0,hyundai,elantra se,gas,automatic,Unknown,Clean,excellent
13995,2013.0,41536.0,ford,escape 4x4,gas,automatic,Unknown,Clean,like new
59399,2020.0,3848.0,chevrolet,silverado 1500 trail bos,gas,automatic,Unknown,Clean,
37590,2019.0,8663.0,ford,f150 supercrew cab xl,gas,other,Unknown,Clean,good
21590,2019.0,6017.0,volkswagen,e-golf se hatchback,gas,other,Unknown,Clean,good
10500,2005.0,70000.0,chevrolet,box truck,gas,automatic,Unknown,Clean,good
8300,2008.0,150000.0,lexus,es 350,gas,automatic,Unknown,Clean,excellent
8900,2012.0,114202.0,hyundai,veracruz limited,gas,automatic,Unknown,Clean,like new
18990,2016.0,42405.0,toyota,camry se special edition,gas,other,Unknown,Clean,good
74999,2015.0,29000.0,mercedes-benz,benz sprinter,diesel,automatic,Unknown,Clean,
35590,2018.0,22805.0,ram,1500 crew cab big horn,other,other,Unknown,Clean,good
43995,2017.0,78252.0,ford,f-150 platinum,gas,automatic,Unknown,Clean,
18250,2018.0,20398.0,chevrolet,trax,gas,automatic,Unknown,Clean,
15995,2005.0,103271.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,good
16900,2017.0,44013.0,toyota,corolla,gas,automatic,Unknown,Clean,
31995,2019.0,27483.0,toyota,highlander,gas,automatic,Unknown,Clean,
39999,2007.0,39000.0,toyota,fj cruiser,gas,automatic,Unknown,Clean,
22995,2016.0,51153.0,honda,odyssey,gas,automatic,Unknown,Clean,
7000,2006.0,75100.0,mini,cooper s,gas,automatic,Unknown,Clean,excellent
5500,2013.0,130000.0,nissan,rouge,gas,automatic,Unknown,Clean,
5800,1996.0,66350.0,gmc,sierra 1500,gas,manual,Unknown,Clean,
11995,2004.0,145411.0,ford,f350,gas,automatic,Unknown,Clean,good
7788,2007.0,129117.0,toyota,prius,hybrid,automatic,Unknown,Clean,excellent
42895,2015.0,58000.0,rover,,gas,automatic,Unknown,Clean,excellent
8450,2014.0,177554.0,buick,verano convenience group,gas,automatic,Unknown,Clean,excellent
14800,2013.0,203505.0,chevrolet,silverado 3500,gas,automatic,Unknown,Clean,
6000,1957.0,80000.0,chevrolet,belair,gas,manual,Unknown,Clean,good
34980,2019.0,3002.0,ford,ranger,gas,automatic,Unknown,Clean,
7500,1993.0,44333.0,ford,f150 8ft,gas,automatic,Unknown,Clean,excellent
44000,2018.0,32500.0,ram,1500,diesel,automatic,Unknown,Clean,
30990,2018.0,27205.0,lexus,nx 300h sport utility 4d,hybrid,automatic,Unknown,Clean,good
27500,2012.0,102257.0,,ISUZU NPR BOX TRUCK,gas,automatic,Unknown,Clean,excellent
7995,2015.0,230242.0,toyota,prius c three,hybrid,automatic,Unknown,Clean,excellent
5595,2012.0,128534.0,chevrolet,impala lt fleetsedan,gas,automatic,Unknown,Unknown,excellent
73700,2018.0,29456.0,ford,f-150,gas,automatic,Unknown,Clean,
8850,2010.0,89000.0,honda,civic,gas,automatic,Unknown,Clean,like new
34999,2017.0,123235.0,toyota,tacoma,gas,manual,Unknown,Clean,
3800,2000.0,155650.0,bmw,528i,gas,automatic,Unknown,Clean,excellent
14900,2016.0,21947.0,volkswagen,golf sportwagen,gas,automatic,Unknown,Clean,
18999,2007.0,128696.0,toyota,tacoma,gas,manual,Unknown,Clean,excellent
17999,2013.0,79892.0,infiniti,m37,gas,automatic,Unknown,Clean,excellent
30590,2018.0,32164.0,audi,a5 premium sedan 4d,gas,other,Unknown,Clean,good
4595,2001.0,1000.0,,HOT DOG  CART,other,other,Unknown,Clean,like new
35000,1964.0,1.0,chevrolet,impala,gas,automatic,Unknown,Clean,fair
8500,2010.0,104639.0,chrysler,town & country limited,gas,automatic,Unknown,Clean,
24999,2017.0,47242.0,toyota,rav 4 le,gas,automatic,Unknown,Clean,excellent
35000,2017.0,46000.0,ford,mustang,gas,automatic,Unknown,Clean,
6995,2008.0,115000.0,nissan,altima 2.5 s,gas,automatic,Unknown,Clean,
10999,2009.0,126448.0,cadillac,cts,gas,automatic,Unknown,Clean,
6477,2012.0,148702.0,ford,focus se,gas,automatic,Unknown,Clean,
32990,2020.0,20205.0,jeep,wrangler sport suv 2d,gas,other,Unknown,Clean,good
48861,2018.0,7098.0,rover,evoque,gas,automatic,Unknown,Clean,
25995,2006.0,190283.0,,2006 International 4300,diesel,manual,Unknown,Clean,excellent
8990,2012.0,150382.0,mini,cooper countryman s all4,gas,manual,Unknown,Clean,
13995,2013.0,110530.0,hyundai,sonata gls,gas,automatic,Unknown,Clean,excellent
16990,2018.0,16930.0,hyundai,accent se sedan 4d,gas,other,Unknown,Clean,good
4000,1999.0,243000.0,chevrolet,suburban,gas,automatic,Unknown,Clean,good
25000,2008.0,162000.0,chevrolet,silverado 2500hd,diesel,automatic,Unknown,Clean,
129500,2021.0,11.0,chevrolet,corvette,gas,automatic,Unknown,Clean,
37590,2018.0,29438.0,bmw,x5 sdrive35i sport utility,gas,automatic,Unknown,Clean,good
6500,1999.0,99295.0,chevrolet,astro,gas,automatic,Unknown,Clean,excellent
39995,2015.0,115148.0,ram,2500,gas,automatic,Unknown,Clean,
15590,2016.0,7076.0,chevrolet,cruze limited 1lt,gas,automatic,Unknown,Clean,good
8500,2006.0,188000.0,toyota,highlander hybrid limited,gas,automatic,Unknown,Clean,excellent
4850,2001.0,168623.0,ford,ranger,gas,manual,Unknown,Clean,
7999,2011.0,124444.0,honda,civic sdn,gas,automatic,Unknown,Clean,excellent
21990,2017.0,27629.0,infiniti,qx50 sport utility 4d,other,automatic,Unknown,Clean,good
8900,2002.0,116000.0,ford,f-150,gas,automatic,Unknown,Clean,
9999,2012.0,136160.0,acura,tsx,gas,automatic,Unknown,Clean,
19500,1971.0,89350.0,volkswagen,super beetle convertible,gas,manual,Unknown,Salvage,excellent
32990,2011.0,82763.0,mercedes-benz,e-class e 63 amg,gas,automatic,Unknown,Clean,good
34999,2015.0,40703.0,dodge,challenger,gas,manual,Unknown,Clean,
6000,2004.0,261000.0,toyota,sequoia sr5,gas,automatic,Unknown,Clean,good
27590,2018.0,36872.0,audi,a4 premium plus sedan 4d,other,other,Unknown,Clean,good
10875,2014.0,81597.0,nissan,quest 3.5 sv,gas,other,Unknown,Clean,
42000,2019.0,73120.0,chevrolet,tahoe,gas,automatic,Unknown,Clean,excellent
24995,2006.0,112939.0,ford,f-550,diesel,,Unknown,Clean,
38990,2017.0,20676.0,jeep,wrangler unlimited rubicon,gas,other,Unknown,Clean,good
15690,1941.0,1941.0,chevrolet,,gas,automatic,Unknown,Clean,good
22990,2017.0,33785.0,jaguar,xe 25t premium sedan 4d,gas,other,Unknown,Clean,good
30995,2013.0,93000.0,chevrolet,silverado 2500hd work,gas,automatic,Unknown,Clean,
14995,2019.0,59977.0,hyundai,accent,gas,automatic,Unknown,Clean,
16995,2017.0,32152.0,jeep,renegade sport 4x4,gas,automatic,Unknown,Clean,excellent
38590,2014.0,39558.0,mercedes-benz,c-class c 63 amg,gas,automatic,Unknown,Clean,good
3500,2002.0,94000.0,infiniti,i35 luxury,gas,automatic,Unknown,Clean,
39900,2015.0,27994.0,audi,s7,gas,automatic,Unknown,Clean,excellent
21990,2020.0,2515.0,volkswagen,golf 1.4t tsi,gas,other,Unknown,Clean,good
17988,2009.0,145606.0,chevrolet,silverado,gas,automatic,Unknown,Clean,
30590,2020.0,10740.0,ford,ranger supercab xl pickup,gas,other,Unknown,Clean,good
14500,2009.0,95406.0,chevrolet,tahoe,gas,automatic,Unknown,Clean,
19995,2016.0,45894.0,toyota,camry,gas,automatic,Unknown,Clean,
17997,2008.0,150564.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,excellent
10588,2012.0,78813.0,volkswagen,tiguan,gas,automatic,Unknown,Clean,excellent
20999,2016.0,99260.0,dodge,challenger,gas,manual,Unknown,Clean,
25952,2019.0,12063.0,hyundai,tucson,gas,other,Unknown,Clean,
9500,2014.0,219581.0,ford,transit connect,gas,automatic,Unknown,Clean,excellent
5499,2012.0,136057.0,kia,soul,gas,automatic,Unknown,Clean,
15872,2017.0,76320.0,honda,civic sedan,gas,automatic,Unknown,Unknown,
7900,2005.0,141514.0,dodge,dakota club cab,gas,automatic,Unknown,Clean,
18981,2020.0,32654.0,toyota,corolla,gas,automatic,Unknown,Clean,
28999,2016.0,17567.0,mercedes-benz,benz,gas,automatic,Unknown,Clean,like new
14998,2007.0,211000.0,toyota,tacoma,gas,automatic,Unknown,Clean,excellent
11999,2015.0,92590.0,kia,optima,gas,automatic,Unknown,Clean,
24995,2015.0,109000.0,subaru,wrx,gas,manual,Unknown,Clean,
33990,2014.0,72397.0,gmc,sierra 1500 crew cab slt,other,other,Unknown,Clean,good
5977,2008.0,141085.0,nissan,altima,gas,automatic,Unknown,Clean,
6500,2005.0,290000.0,toyota,tacoma,gas,automatic,Unknown,Clean,
4000,2003.0,171000.0,toyota,camry le,gas,automatic,Unknown,Clean,excellent
5997,2004.0,139000.0,toyota,corolla le,gas,automatic,Unknown,Clean,excellent
13000,1950.0,50000.0,cadillac,,gas,automatic,Unknown,Clean,fair
68777,2020.0,1375.0,volvo,"xc90 t8 1,300 miles",gas,automatic,Unknown,Clean,excellent
6995,2002.0,176000.0,ford,excursion,gas,automatic,Unknown,Clean,
4985,2011.0,151466.0,ford,fiesta,gas,automatic,Unknown,Clean,excellent
48495,2018.0,8970.0,rover,velar,gas,automatic,Unknown,Clean,
6988,2013.0,73225.0,chevrolet,spark hb auto lt w/,gas,other,Unknown,Unknown,excellent
3000,1982.0,156000.0,mercedes-benz,380sl,gas,automatic,Unknown,Salvage,good
49988,2016.0,0.0,ram,3500,diesel,automatic,Unknown,Unknown,
29590,2015.0,30179.0,bmw,5 series 535d xdrive sedan,diesel,other,Unknown,Clean,good
18995,2015.0,169693.0,ford,f150 xlt 4x4,gas,automatic,Unknown,Clean,excellent
11995,2016.0,66850.0,fiat,500x,gas,automatic,Unknown,Clean,excellent
45995,2021.0,3951.0,acura,tlx a-spec awd,gas,automatic,Unknown,Clean,excellent
4250,2004.0,285000.0,toyota,sequoia limited 4wd,gas,automatic,Unknown,Clean,good
38990,2019.0,15520.0,toyota,tundra crewmax sr5 pickup,gas,other,Unknown,Clean,good
7999,2015.0,102335.0,dodge,dart,gas,automatic,Unknown,Clean,excellent
18999,2011.0,106577.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
43500,2018.0,66000.0,chevrolet,silverado 4x4 ltz,gas,automatic,Unknown,Clean,like new
8999,2007.0,204163.0,lexus,is 350,gas,automatic,Unknown,Clean,excellent
10750,2012.0,172046.0,subaru,outback,gas,automatic,Unknown,Clean,excellent
11500,2012.0,83097.0,hyundai,genesis coupe 2.0t,gas,automatic,Unknown,Clean,
5700,1997.0,200255.0,toyota,4runner,gas,automatic,Unknown,Clean,excellent
60000,2017.0,65012.0,,F250,diesel,automatic,Unknown,Clean,excellent
15500,2016.0,76000.0,dodge,grand caravan,gas,automatic,Unknown,Clean,excellent
29995,2019.0,41907.0,mercedes-benz,glc glc 300 4matic awd,gas,automatic,Unknown,Clean,
23995,2020.0,16498.0,toyota,corolla le 4dr sedan,gas,automatic,Unknown,Clean,like new
4000,1991.0,181000.0,toyota,,gas,manual,Unknown,Clean,good
18999,2001.0,124278.0,,freightliner f650 kodiak,diesel,automatic,Unknown,Clean,good
21500,2011.0,153229.0,chevrolet,1500 silverado,gas,automatic,Unknown,Clean,excellent
31990,2020.0,4108.0,gmc,acadia sle sport utility 4d,gas,other,Unknown,Clean,good
2000,2009.0,114000.0,chevrolet,impala,gas,automatic,Unknown,Clean,good
8300,2004.0,147772.0,toyota,avalon xl,gas,automatic,Unknown,Clean,excellent
8900,2013.0,142900.0,toyota,prius,hybrid,automatic,Unknown,Clean,excellent
31995,2019.0,27236.0,ford,edge,gas,automatic,Unknown,Clean,
16999,2016.0,33500.0,buick,encore w/ backup camera,gas,automatic,Unknown,Clean,
23985,2014.0,80330.0,bmw,x5,gas,automatic,Unknown,Clean,excellent
39990,2020.0,1237.0,acura,mdx sh-awd sport utility,gas,other,Unknown,Clean,good
44990,2014.0,22973.0,chevrolet,corvette stingray,gas,other,Unknown,Clean,good
26777,2013.0,118544.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
17500,2018.0,23722.0,mini,special editions,gas,automatic,Unknown,Clean,excellent
17500,1931.0,1300.0,ford,,gas,manual,Unknown,Clean,
28500,2018.0,35011.0,jeep,wrangler sport,gas,automatic,Unknown,Clean,new
44999,2021.0,312.0,gmc,acadia,gas,automatic,Unknown,Clean,
16950,2007.0,112799.0,porsche,boxster,gas,other,Unknown,Clean,excellent
16450,2015.0,216251.0,ram,1500,gas,automatic,Unknown,Clean,excellent
32900,2019.0,34894.0,ford,mustang,gas,automatic,Unknown,Clean,excellent
9950,2010.0,177000.0,ford,e250,gas,automatic,Unknown,Clean,excellent
9495,2012.0,92587.0,chevrolet,volt hatchback,hybrid,automatic,Unknown,Clean,excellent
13500,2008.0,71767.0,mercedes-benz,e350 luxury 3.5l,gas,automatic,Unknown,Clean,excellent
3750,2005.0,128000.0,kia,optima 4dr sdn lx,gas,automatic,Unknown,Clean,excellent
47051,2020.0,27130.0,ford,explorer,gas,automatic,Unknown,Clean,
14950,2012.0,107745.0,audi,q5,gas,automatic,Unknown,Clean,excellent
6900,2015.0,16402.0,honda,cbr650,gas,manual,Unknown,Clean,
34995,2016.0,74182.0,toyota,highlander limited,gas,automatic,Unknown,Clean,excellent
2000,2002.0,200000.0,,merceds ML 320,gas,automatic,Unknown,Salvage,salvage
4500,1974.0,1.0,volkswagen,karmann ghia,other,manual,Unknown,Clean,good
9550,2015.0,140168.0,ford,c - max se hybrid,hybrid,automatic,Unknown,Clean,
34997,2017.0,39656.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,excellent
15500,2001.0,139000.0,chevrolet,silverado 2500hd,gas,automatic,Unknown,Clean,
32590,2016.0,17546.0,bmw,4 series 435i xdrive coupe,other,other,Unknown,Clean,good
23995,2018.0,18864.0,chevrolet,equinox,gas,automatic,Unknown,Clean,
